[2025-05-18 02:34:07] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:29] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:31] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:33] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:35] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:37] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:39] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:41] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:43] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:45] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:47] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:49] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:51] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:53] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:55] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:57] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:34:59] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:01] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:03] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:05] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:07] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:09] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:11] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:13] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:15] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:17] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:19] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:21] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:23] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:25] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:27] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:29] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:31] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:33] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
[2025-05-18 02:35:35] [Dashboard] [INFO] Last 5 entries: [{'sensor_id': 'S42', 'timestamp': 1747517941.3675818, 'temperature': 22.99, 'humidity': 58.16}, {'sensor_id': 'S42', 'timestamp': 1747517942.370704, 'temperature': 16.45, 'humidity': 52.0}, {'sensor_id': 'S42', 'timestamp': 1747517943.3749409, 'temperature': 15.24, 'humidity': 37.77}, {'sensor_id': 'S42', 'timestamp': 1747517944.3797, 'temperature': 29.41, 'humidity': 54.58}, {'sensor_id': 'S42', 'timestamp': 1747517945.387588, 'temperature': 28.27, 'humidity': 63.4}]
